"Id","UserId","Avatar","Author","Content","Url","ReactionsCount","Depth","SubCommentsCount","CommentAt"
"Y29tbWVudDo0MTk2NTM2NzA0MDMwMzZfMTEwODIyOTkzMzg2MDY5Mg==","100008457495679","https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-1/461986766_3561542174137664_154215029697056217_n.jpg?stp=cp0_dst-jpg_s64x64_tt6&_nc_cat=109&ccb=1-7&_nc_sid=e99d92&_nc_ohc=pGY90iBLWh4Q7kNvgF-UvNE&_nc_zt=24&_nc_ht=scontent.fnap3-2.fna&_nc_gid=ApJgvf_vqUbjFneyehd9Btf&oh=00_AYB_z8WutPqwgSTIcfkp1WNMY0DdXrtAgupYs5qUtg9xLg&oe=67A01727","Matt Schaeffer","I think that learning why Jim Caviezel’s episode was taken down is more interesting.  … But hey freezing cold weather is like the ultimate gated community so there’s probably a lot of big things in Antarctica 🇦🇶 … maybe that’s where Jim’s epsisode is too.  :)","https://www.facebook.com/VigilanceElite/posts/pfbid02xGvmuZfD8NbgbTCrBkSvzrx6S8sxKumhXSTAEMiez4U8ZHgy362jUsXeUBAE642tl?comment_id=1108229933860692","5","0","6","01/23/2024 08:13:18 PM"
"Y29tbWVudDo0MTk2NTM2NzA0MDMwMzZfNDA0MTg5Mzk1NDU1NjQ3","100054132652856","https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-1/475310772_1117520400062371_5281863729911965117_n.jpg?stp=cp0_dst-jpg_s64x64_tt6&_nc_cat=110&ccb=1-7&_nc_sid=e99d92&_nc_ohc=_SLC6CvQliAQ7kNvgEdRQTS&_nc_zt=24&_nc_ht=scontent.fnap3-2.fna&_nc_gid=ApJgvf_vqUbjFneyehd9Btf&oh=00_AYD0LoU0it7uM8aj-bnDGvKy2gotEe0cCg6vjOKgb383Yg&oe=67A03134","Shawn Gilligan","Absolutely,","https://www.facebook.com/VigilanceElite/posts/pfbid02xGvmuZfD8NbgbTCrBkSvzrx6S8sxKumhXSTAEMiez4U8ZHgy362jUsXeUBAE642tl?comment_id=404189395455647","0","0","0","01/23/2024 07:43:04 PM"
"Y29tbWVudDo0MTk2NTM2NzA0MDMwMzZfMTA0MzQzMTM4MzQwMzIyOQ==","100001820085901","https://scontent.fnap3-1.fna.fbcdn.net/v/t1.6435-1/96290869_3776555185748447_2475950415946973184_n.jpg?stp=cp0_dst-jpg_s64x64_tt6&_nc_cat=102&ccb=1-7&_nc_sid=e99d92&_nc_ohc=Sc1n4yCA5n0Q7kNvgEInUUj&_nc_zt=24&_nc_ht=scontent.fnap3-1.fna&_nc_gid=ApJgvf_vqUbjFneyehd9Btf&oh=00_AYDzztKHAk_kuNl49bKltIvvt5edMEDM95RLDEDRh-BPQw&oe=67C1B329","Joe Kirr","Anything is possible.","https://www.facebook.com/VigilanceElite/posts/pfbid02xGvmuZfD8NbgbTCrBkSvzrx6S8sxKumhXSTAEMiez4U8ZHgy362jUsXeUBAE642tl?comment_id=1043431383403229","0","0","1","01/23/2024 08:01:47 PM"
"Y29tbWVudDo0MTk2NTM2NzA0MDMwMzZfMTA4NjQzMTk0NTg4NDY3Nw==","100002668468093","https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-1/392824503_7085105498254995_5342623402762776439_n.jpg?stp=cp0_dst-jpg_s64x64_tt6&_nc_cat=108&ccb=1-7&_nc_sid=1d2534&_nc_ohc=sfRHEKGNigcQ7kNvgHrVLam&_nc_zt=24&_nc_ht=scontent.fnap3-2.fna&_nc_gid=ApJgvf_vqUbjFneyehd9Btf&oh=00_AYA-EdOT7hw2wGnrCHHzF_6b0ibj6rjv74WtP4T_9Gmb2g&oe=67A03EBA","Tristan Jorud","Really interesting and hard to say no.   Definitely needs further investigation  to confirm.  If the question is in the open, it is our responsibility to pursue the answer.","https://www.facebook.com/VigilanceElite/posts/pfbid02xGvmuZfD8NbgbTCrBkSvzrx6S8sxKumhXSTAEMiez4U8ZHgy362jUsXeUBAE642tl?comment_id=1086431945884677","0","0","0","01/23/2024 07:46:35 PM"
"Y29tbWVudDo0MTk2NTM2NzA0MDMwMzZfMjk2Njc0MzIzMzg5NzUz","1605615925","https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-1/289369448_10219462688590297_4495189419107883973_n.jpg?stp=cp0_dst-jpg_s64x64_tt6&_nc_cat=102&ccb=1-7&_nc_sid=e99d92&_nc_ohc=u-_DSnLU2RcQ7kNvgGDEyvj&_nc_zt=24&_nc_ht=scontent.fnap3-1.fna&_nc_gid=ApJgvf_vqUbjFneyehd9Btf&oh=00_AYBEVBvmj-JWjkNOH2ztlIuFyH7eqh-j1XoS3FvkSkl-qw&oe=67A04288","Chip Parker","Yep","https://www.facebook.com/VigilanceElite/posts/pfbid02xGvmuZfD8NbgbTCrBkSvzrx6S8sxKumhXSTAEMiez4U8ZHgy362jUsXeUBAE642tl?comment_id=296674323389753","0","0","2","01/24/2024 02:17:28 PM"
"Y29tbWVudDo0MTk2NTM2NzA0MDMwMzZfMzQ5NTQ2MjIwNzQzNjY1MQ==","843765","https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-1/414684972_10112801206117129_3700179154792088956_n.jpg?stp=cp0_dst-jpg_s64x64_tt6&_nc_cat=103&ccb=1-7&_nc_sid=1d2534&_nc_ohc=Pnmq9wFVmIcQ7kNvgHQHwB8&_nc_zt=24&_nc_ht=scontent.fnap3-1.fna&_nc_gid=ApJgvf_vqUbjFneyehd9Btf&oh=00_AYDlIuhgwFwZFrWxXW73gwql8W94OU0hT-c32SnXMzemzg&oe=67A00E8F","Chris Sassi","Those are mountains","https://www.facebook.com/VigilanceElite/posts/pfbid02xGvmuZfD8NbgbTCrBkSvzrx6S8sxKumhXSTAEMiez4U8ZHgy362jUsXeUBAE642tl?comment_id=3495462207436651","0","0","0","01/24/2024 03:01:40 AM"
"Y29tbWVudDo0MTk2NTM2NzA0MDMwMzZfOTIxMDUwMDYyNzYxNzQz","100039063640809","https://scontent.fnap3-2.fna.fbcdn.net/v/t1.6435-1/66673513_104253570886764_1444201350488391680_n.jpg?stp=c10.0.846.846a_cp0_dst-jpg_s64x64_tt6&_nc_cat=111&ccb=1-7&_nc_sid=e99d92&_nc_ohc=03FQ83yQeNMQ7kNvgHtvdTJ&_nc_zt=24&_nc_ht=scontent.fnap3-2.fna&_nc_gid=AAidrJoW9WOLhOCAIVYgC5X&oh=00_AYA_uTQ4RG6NVfos27Aw-duEvBR4TQw_KU1fcHmAZJc_OQ&oe=67C1DD51","Dane Newbaker","There are 13 sets of pyramids on earth.  Most people only know of the ones in Egypt.","https://www.facebook.com/VigilanceElite/posts/pfbid02xGvmuZfD8NbgbTCrBkSvzrx6S8sxKumhXSTAEMiez4U8ZHgy362jUsXeUBAE642tl?comment_id=921050062761743","0","0","1","01/23/2024 07:19:04 PM"
"Y29tbWVudDo0MTk2NTM2NzA0MDMwMzZfMTA4Mjg5MTQ3OTQwOTA5Ng==","1014761341","https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-1/313341172_10226228058620625_1572509899167223866_n.jpg?stp=cp0_dst-jpg_s64x64_tt6&_nc_cat=111&ccb=1-7&_nc_sid=e99d92&_nc_ohc=6PUmQNRgXgsQ7kNvgGoTCeu&_nc_zt=24&_nc_ht=scontent.fnap3-2.fna&_nc_gid=AAidrJoW9WOLhOCAIVYgC5X&oh=00_AYCqCaBL5O9U2IdUBzNRepS92MtcLcfB_ZlLmGKN1QuuTA&oe=67A02902","Jonathan Drzewiecki","I would love if this were true!","https://www.facebook.com/VigilanceElite/posts/pfbid02xGvmuZfD8NbgbTCrBkSvzrx6S8sxKumhXSTAEMiez4U8ZHgy362jUsXeUBAE642tl?comment_id=1082891479409096","1","0","0","01/23/2024 07:10:31 PM"
"Y29tbWVudDo0MTk2NTM2NzA0MDMwMzZfMzgzMzY5NDk5MDI4MzAwOA==","757625313","https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-1/471912584_10170557204510314_6173251247243665245_n.jpg?stp=cp6_dst-jpg_s64x64_tt6&_nc_cat=108&ccb=1-7&_nc_sid=e99d92&_nc_ohc=knxIejCAfksQ7kNvgEAhqJm&_nc_zt=24&_nc_ht=scontent.fnap3-2.fna&_nc_gid=AAidrJoW9WOLhOCAIVYgC5X&oh=00_AYC7XTC_EMhRUK1vK-cdjVf1T5RehnLZCQmwNeRAVl-ZLQ&oe=67A0408F","Steve Lawrence","The interview with Billy Carson is fascinating","https://www.facebook.com/VigilanceElite/posts/pfbid02xGvmuZfD8NbgbTCrBkSvzrx6S8sxKumhXSTAEMiez4U8ZHgy362jUsXeUBAE642tl?comment_id=3833694990283008","3","0","2","01/23/2024 08:37:47 PM"
"Y29tbWVudDo0MTk2NTM2NzA0MDMwMzZfMTA2NjA1MDE5NzkzNzEzOA==","61550827116353","https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-1/370350848_122103578618027570_18700518618457975_n.jpg?stp=cp0_dst-jpg_s64x64_tt6&_nc_cat=101&ccb=1-7&_nc_sid=e99d92&_nc_ohc=j-SFM3UeDjQQ7kNvgGz13Ai&_nc_zt=24&_nc_ht=scontent.fnap3-1.fna&_nc_gid=AAidrJoW9WOLhOCAIVYgC5X&oh=00_AYC3-1Xv4AytF2MX2-BCL2rNoOgizZZj-wZWqRv5K_7ckw&oe=67A0161F","William Smith","It doesn't matter what we think only what is true","https://www.facebook.com/VigilanceElite/posts/pfbid02xGvmuZfD8NbgbTCrBkSvzrx6S8sxKumhXSTAEMiez4U8ZHgy362jUsXeUBAE642tl?comment_id=1066050197937138","0","0","1","01/24/2024 01:53:47 AM"
